grant_number,hc_name,hc_type,hq_city,hq_state,hq_zip,operator_type,site_count,active_sites,county_count
H80CS00368,"URBAN HEALTH PLAN, INC",Federally Qualified Health Center (FQHC),Bronx,NY,10459-2417,"Corporate Entity, Federal Tax Exempt",26,26,3
H80CS00285,NEIGHBORHOOD HEALTHCARE,Federally Qualified Health Center (FQHC),Escondido,CA,92025-4359,"Corporate Entity, Federal Tax Exempt",72,72,2
H80CS24152,"LAKESHORE COMMUNITY HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Sheboygan,WI,53081-2342,"Corporate Entity, Federal Tax Exempt",65,65,3
H80CS00670,"COMMUNITY HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Davenport,IA,52801-1014,"Corporate Entity, Federal Tax Exempt",18,18,4
H80CS26597,CARE NET OF LANCASTER,Federally Qualified Health Center (FQHC),Kershaw,SC,29067-1442,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS08751,"NEIGHBORHOOD IMPROVEMENT PROJECT, INC.",Federally Qualified Health Center (FQHC),Augusta,GA,30906-5515,"Corporate Entity, Federal Tax Exempt",27,27,7
H80CS00166,"NORTHERN OSWEGO COUNTY HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Pulaski,NY,13142-1200,"Corporate Entity, Federal Tax Exempt",15,15,1
LALCS53695,COMMUNITY HEALTHNET INC,Federally Qualified Health Center (FQHC) Look-Alike,GARY,IN,46402,NA,11,11,1
H80CS00148,"NORTHWEST HUMAN SERVICES, INC.",Federally Qualified Health Center (FQHC),Salem,OR,97301-3722,"Corporate Entity, Federal Tax Exempt",8,8,2
H80CS00564,"COMMUNITY HEALTH CENTER OF CENTRAL WYOMING, INC.",Federally Qualified Health Center (FQHC),Casper,WY,82609-3345,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS00035,"N.E.W. COMMUNITY CLINIC, LTD.",Federally Qualified Health Center (FQHC),Green Bay,WI,54303-3426,"Corporate Entity, Federal Tax Exempt",26,26,4
H80CS00479,"CENTRAL VIRGINIA HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),New Canton,VA,23123-2234,"Corporate Entity, Federal Tax Exempt",22,22,16
H80CS00124,CROSS TIMBERS HEALTH CLINICS INC,Federally Qualified Health Center (FQHC),De Leon,TX,76444-1630,"Corporate Entity, Federal Tax Exempt",4,4,3
LALCS47395,PRECISION HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,LOS ANGELES,CA,90012,NA,3,3,1
H80CS00176,"CHOPTANK COMMUNITY HEALTH SYSTEM, INC.",Federally Qualified Health Center (FQHC),Denton,MD,21629-1243,"Corporate Entity, Federal Tax Exempt",43,43,5
H80CS28988,"DAP HEALTH, INC.",Federally Qualified Health Center (FQHC),Palm Springs,CA,92262-3701,"Corporate Entity, Federal Tax Exempt",32,32,2
H80CS00437,INTERNATIONAL COMMUNITY HEALTH SERVICES,Federally Qualified Health Center (FQHC),Seattle,WA,98104-3032,"Corporate Entity, Federal Tax Exempt",12,12,1
H80CS04287,PROJECT VIDA HEALTH CENTER,Federally Qualified Health Center (FQHC),El Paso,TX,79905-2415,"Corporate Entity, Federal Tax Exempt",51,51,2
H80CS17147,MID-DELTA HEALTH SYSTEMS INC,Federally Qualified Health Center (FQHC),Clarendon,AR,72029-2706,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS06459,"PRIMARY CARE PROVIDERS FOR A HEALTHY FELICIANA, INC.",Federally Qualified Health Center (FQHC),Clinton,LA,70722-3210,"Corporate Entity, Federal Tax Exempt",70,70,5
H80CS26510,"SOUTHWEST COLORADO MENTAL HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Durango,CO,81301-8955,"Corporate Entity, Federal Tax Exempt",10,10,8
H80CS24128,FLORIDA DEPARTMENT OF HEALTH,Federally Qualified Health Center (FQHC),Tallahassee,FL,32399-0001,U.S. Government Entity,5,5,1
H80CS26579,COUNCIL FOR THE ADVANCEMENT OF SOCIAL SERVICES AND EDUCATION,Federally Qualified Health Center (FQHC),Shreveport,LA,71118-3351,"Corporate Entity, Federal Tax Exempt",8,8,3
H80CS12869,NORTHEAST COMMUNITY CLINIC,Federally Qualified Health Center (FQHC),Alhambra,CA,91801-7003,"Corporate Entity, Federal Tax Exempt",10,10,1
H80CS29018,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Federally Qualified Health Center (FQHC),New York,NY,10004,U.S. Government Entity,32,32,5
H80CS00161,"Mount Vernon Neighborhood Health Center, Inc.",Federally Qualified Health Center (FQHC),Mount Vernon,NY,10550-4002,Other,10,10,1
H80CS00140,ADELANTE HEALTHCARE INC,Federally Qualified Health Center (FQHC),Phoenix,AZ,85012-2809,"Corporate Entity, Federal Tax Exempt",15,15,1
H80CS00434,SYRACUSE COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Syracuse,NY,13202-3570,"Corporate Entity, Federal Tax Exempt",13,13,2
H80CS00664,"East Liberty Family Health Care Center, Inc.",Federally Qualified Health Center (FQHC),Pittsburgh,PA,15206-3053,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS24155,TEJAS HEALTH CARE,Federally Qualified Health Center (FQHC),La Grange,TX,78945-2353,"Corporate Entity, Federal Tax Exempt",3,3,2
H80CS00721,"SOUTH PLAINS RURAL HEALTH SERVICES, INC",Federally Qualified Health Center (FQHC),Levelland,TX,79336-6235,"Corporate Entity, Federal Tax Exempt",5,5,3
H80CS00147,COLUMBIA BASIN HEALTH ASSOCIATION,Federally Qualified Health Center (FQHC),Othello,WA,99344-1846,"Corporate Entity, Federal Tax Exempt",6,6,3
H80CS00187,"TREASURE COAST COMMUNITY HEALTH, INC.",Federally Qualified Health Center (FQHC),Fellsmere,FL,32948,"Corporate Entity, Federal Tax Exempt",12,12,1
H80CS09032,PROJECT HOPE,Federally Qualified Health Center (FQHC),Camden,NJ,08103-3522,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00758,EL CENTRO DEL BARRIO,Federally Qualified Health Center (FQHC),San Antonio,TX,78221-3117,"Corporate Entity, Federal Tax Exempt",26,26,3
H80CS08774,COMMUNITY HEALTH OF CENTRAL WASHINGTON,Federally Qualified Health Center (FQHC),Yakima,WA,98902-3550,"Corporate Entity, Federal Tax Exempt",10,10,2
H80CS09959,GRACE COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Corbin,KY,40701-2793,"Corporate Entity, Federal Tax Exempt",46,46,6
H80CS00636,COMMUNITY HEALTH CLINICS INC,Federally Qualified Health Center (FQHC),Nampa,ID,83687-4058,"Corporate Entity, Federal Tax Exempt",34,34,3
H80CS00206,Catahoula Parish Hospital District #2,Federally Qualified Health Center (FQHC),Sicily Island,LA,71368,U.S. Government Entity,7,7,3
H80CS00342,"CABUN RURAL HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Hampton,AR,71744-8937,"Corporate Entity, Federal Tax Exempt",8,8,6
H80CS00605,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center (FQHC),Espanola,NM,87532-2618,"Corporate Entity, Federal Tax Exempt",23,23,8
H80CS00469,CORNERSTONE FAMILY HEALTHCARE,Federally Qualified Health Center (FQHC),Cornwall,NY,12518-1370,"Corporate Entity, Federal Tax Exempt",19,19,5
H80CS00781,SHENANDOAH VALLEY MEDICAL SYSTEM INC,Federally Qualified Health Center (FQHC),Martinsburg,WV,25401-2890,"Corporate Entity, Federal Tax Exempt",15,15,4
H80CS00543,"VARIETY CARE, INC.",Federally Qualified Health Center (FQHC),Oklahoma City,OK,73107-1818,"Corporate Entity, Federal Tax Exempt",28,28,7
H80CS00308,NORTHWEST COMMUNITY HEALTH CARE,Federally Qualified Health Center (FQHC),Pascoag,RI,02859-3131,"Corporate Entity, Federal Tax Exempt",7,7,2
H80CS12882,COMMUNITY HEALTH CENTERS OF GREATER DAYTON,Federally Qualified Health Center (FQHC),Dayton,OH,45402-6714,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS28985,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,Federally Qualified Health Center (FQHC),Los Angeles,CA,90007-3301,"Corporate Entity, Federal Tax Exempt",16,16,3
H80CS00389,SPECTRUM HEALTH SERVICES,Federally Qualified Health Center (FQHC),Philadelphia,PA,19139-1401,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00685,AUNT MARTHA'S HEALTH & WELLNESS INC,Federally Qualified Health Center (FQHC),Olympia Fields,IL,60461-1021,"Corporate Entity, Federal Tax Exempt",27,27,8
H80CS01765,DAMIAN FAMILY CARE CENTERS INC,Federally Qualified Health Center (FQHC),Jamaica,NY,11432,"Corporate Entity, Federal Tax Exempt",15,15,7
H80CS33647,NORTH ORANGE COUNTY REGIONAL HEALTH FOUNDATION,Federally Qualified Health Center (FQHC),Anaheim,CA,92801-1900,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS01443,LANE COUNTY OREGON,Federally Qualified Health Center (FQHC),Eugene,OR,97401-2922,U.S. Government Entity,11,11,1
H80CS01441,CONFEDERATED TRIBES OF COLVILLE RESERVATION,Federally Qualified Health Center (FQHC),Nespelem,WA,99155,Other,2,2,1
H80CS28969,AMADOR HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Las Cruces,NM,88005-2739,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS00393,"CARECONNECT HEALTH, INC.",Federally Qualified Health Center (FQHC),Richland,GA,31825-6012,"Corporate Entity, Federal Tax Exempt",53,53,27
H80CS00544,Coeur d'Alene Tribal Health Authority,Federally Qualified Health Center (FQHC),Plummer,ID,83851-4000,Other,8,8,2
H80CS00441,"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.",Federally Qualified Health Center (FQHC),Minneapolis,MN,55404-3975,"Corporate Entity, Federal Tax Exempt",7,7,2
H80CS00801,"SALUD FAMILY HEALTH, INC.",Federally Qualified Health Center (FQHC),Fort Lupton,CO,80621-1508,"Corporate Entity, Federal Tax Exempt",24,24,8
H80CS00195,"SOUTHERN ILLINOIS HEALTHCARE FOUNDATION, INC.",Federally Qualified Health Center (FQHC),Sauget,IL,62206-2822,"Corporate Entity, Federal Tax Exempt",50,50,13
H80CS26641,"BATTENKILL VALLEY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Arlington,VT,05250-4457,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00070,"UNITY HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Washington,DC,20003-3326,"Corporate Entity, Federal Tax Exempt",33,33,1
LALCS00186,FAMILIES TOGETHER OF ORANGE COUNTY,Federally Qualified Health Center (FQHC) Look-Alike,TUSTIN,CA,92780,NA,12,12,1
H80CS00843,RITCHIE COUNTY PRIMARY CARE ASSOCIATION,Federally Qualified Health Center (FQHC),Harrisville,WV,26362-1371,"Corporate Entity, Federal Tax Exempt",20,20,4
H80CS00221,NORTH EAST MEDICAL SERVICES,Federally Qualified Health Center (FQHC),Daly City,CA,94014-1906,"Corporate Entity, Federal Tax Exempt",37,37,4
LALCS47457,AIDS PROJECT OF THE OZARKS,Federally Qualified Health Center (FQHC) Look-Alike,SPRINGFIELD,MO,65804,NA,3,3,1
H80CS00716,"DAYSPRING HEALTH, INC",Federally Qualified Health Center (FQHC),Jellico,TN,37762-2154,"Corporate Entity, Federal Tax Exempt",6,6,3
H80CS06456,FAIRFAX MEDICAL FACILITIES INC,Federally Qualified Health Center (FQHC),Fairfax,OK,74637-3023,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS00779,"GATEWAY COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Laredo,TX,78041-1705,"Corporate Entity, Federal Tax Exempt",12,12,3
H80CS00836,"SOUTH CENTRAL PRIMARY CARE CENTER, INC.",Federally Qualified Health Center (FQHC),Ocilla,GA,31774-1539,"Corporate Entity, Federal Tax Exempt",16,16,6
LALCS00018,"HEALTH AND LIFE ORGANIZATION, INC. (H.A.L.O)",Federally Qualified Health Center (FQHC) Look-Alike,SACRAMENTO,CA,95827,NA,11,11,1
H80CS00358,"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),New York,NY,10013-3599,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS06671,EL DORADO COUNTY COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Placerville,CA,95667-6269,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS00234,CENTRAL CITY CONCERN,Federally Qualified Health Center (FQHC),Portland,OR,97209-3609,"Corporate Entity, Federal Tax Exempt",21,21,1
H80CS00452,FAMILY HEALTH CENTER OF WORCESTER INC,Federally Qualified Health Center (FQHC),Worcester,MA,01610-2473,"Corporate Entity, Federal Tax Exempt",10,10,1
H80CS06629,PEACH TREE HEALTHCARE,Federally Qualified Health Center (FQHC),Marysville,CA,95901-7119,"Corporate Entity, Federal Tax Exempt",13,13,4
H80CS00396,FISH RIVER RURAL HEALTH,Federally Qualified Health Center (FQHC),Eagle Lake,ME,04739-3060,"Corporate Entity, Federal Tax Exempt",12,12,1
LALCS53028,BLESSING COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,SAN BERNARDINO,CA,92404,NA,1,1,1
H80CS00567,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Roseburg,OR,97470-1042,"Corporate Entity, Federal Tax Exempt",14,14,1
H80CS00236,BLUESTEM HEALTH,Federally Qualified Health Center (FQHC),Lincoln,NE,68503-1803,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS08241,"MISSION CITY COMMUNITY NETWORK, INC",Federally Qualified Health Center (FQHC),North Hills,CA,91343-5824,"Corporate Entity, Federal Tax Exempt",19,19,3
H80CS00621,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,Federally Qualified Health Center (FQHC),Nipomo,CA,93444-9123,"Corporate Entity, Federal Tax Exempt",39,39,2
H80CS07914,"SUNSET PARK HEALTH COUNCIL, INC.",Federally Qualified Health Center (FQHC),Brooklyn,NY,11220-2559,"Corporate Entity, Federal Tax Exempt",102,102,5
H80CS06657,ISLANDS COMMUNITY MEDICAL SERVICES INC,Federally Qualified Health Center (FQHC),Vinalhaven,ME,04863-4119,"Corporate Entity, Federal Tax Exempt",8,8,2
H80CS12883,"SOUTH CENTRAL MEDICAL AND RESOURCE CENTER, INC.",Federally Qualified Health Center (FQHC),Lindsay,OK,73052-5634,"Corporate Entity, Federal Tax Exempt",8,8,3
H80CS00821,"COMMUNITY HEALTH OF SOUTH FLORIDA, INC.",Federally Qualified Health Center (FQHC),Cutler Bay,FL,33190-1003,"Corporate Entity, Federal Tax Exempt",52,52,2
H80CS00809,"Community Health Centers, Inc.",Federally Qualified Health Center (FQHC),Winter Garden,FL,34787-3546,"Corporate Entity, Federal Tax Exempt",20,20,2
H80CS00321,"HEALTH WEST, INC",Federally Qualified Health Center (FQHC),Pocatello,ID,83201-4880,"Corporate Entity, Federal Tax Exempt",31,31,10
H80CS24151,"SAMUEL DIXON FAMILY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Valencia,CA,91355-1227,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS29016,APICHA COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),New York,NY,10013-3698,"Corporate Entity, Federal Tax Exempt",2,2,2
H80CS49339,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,Federally Qualified Health Center (FQHC),Newark,NJ,07107-3001,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS26562,HEARTLAND HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Grand Island,NE,68803-4602,"Corporate Entity, Federal Tax Exempt",16,16,3
LALCS49249,MC DERMOTT CENTER INC,Federally Qualified Health Center (FQHC) Look-Alike,CHICAGO,IL,60607,NA,3,3,1
H80CS00631,"LA CLINICA DE LA RAZA, INC.",Federally Qualified Health Center (FQHC),Oakland,CA,94601-2355,"Corporate Entity, Federal Tax Exempt",48,48,3
H80CS00689,GREAT LAKES BAY HEALTH CENTERS,Federally Qualified Health Center (FQHC),Saginaw,MI,48607-1203,"Corporate Entity, Federal Tax Exempt",34,34,7
H80CS11255,"STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Alvin,TX,77511-2718,"Corporate Entity, Federal Tax Exempt",26,26,4
H80CS00006,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM,Federally Qualified Health Center (FQHC),Boston,MA,02118-2755,"Corporate Entity, Federal Tax Exempt",30,30,2
H80CS00056,KING COUNTY,Federally Qualified Health Center (FQHC),Seattle,WA,98104-1823,U.S. Government Entity,35,35,1
H80CS32521,"COMMUNITY HEALTH CARE CENTER, INCORPORATED",Federally Qualified Health Center (FQHC),Great Falls,MT,59401-2510,"Corporate Entity, Federal Tax Exempt",25,25,2
H80CS00080,"COMMUNITY CARE OF WEST VIRGINIA, INC.",Federally Qualified Health Center (FQHC),Rock Cave,WV,26234-5890,"Corporate Entity, Federal Tax Exempt",82,82,8
H80CS00829,NEIGHBORCARE HEALTH,Federally Qualified Health Center (FQHC),Seattle,WA,98144-2712,"Corporate Entity, Federal Tax Exempt",31,31,1
H80CS00431,EAST CENTRAL MISSISSIPPI HEALTH CARE INC,Federally Qualified Health Center (FQHC),Walnut Grove,MS,39189-6238,"Corporate Entity, Federal Tax Exempt",5,5,3
H80CS08240,HOPEHEALTH INC,Federally Qualified Health Center (FQHC),Florence,SC,29501-2808,"Corporate Entity, Federal Tax Exempt",24,24,5
H80CS00279,"HEALTHY CONNECTIONS, INC.",Federally Qualified Health Center (FQHC),Mena,AR,71953,"Corporate Entity, Federal Tax Exempt",25,25,12
H80CS00692,PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Pueblo,CO,81004-2006,"Corporate Entity, Federal Tax Exempt",14,14,3
H80CS00654,CARESOUTH CAROLINA INC,Federally Qualified Health Center (FQHC),Hartsville,SC,29550-4211,"Corporate Entity, Federal Tax Exempt",21,21,5
H80CS26601,"FULL CIRCLE HEALTH, INC.",Federally Qualified Health Center (FQHC),Boise,ID,83704-9251,"Corporate Entity, Federal Tax Exempt",12,12,2
H80CS00216,"COMMUNITY HEALTH CENTER OF THE BLACK HILLS, INC.",Federally Qualified Health Center (FQHC),Rapid City,SD,57701-1669,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS29015,SAINT JAMES HEALTH INC,Federally Qualified Health Center (FQHC),Newark,NJ,07105-1815,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS00002,CITY OF MANCHESTER,Federally Qualified Health Center (FQHC),Manchester,NH,03101-1356,U.S. Government Entity,5,5,1
H80CS00261,"THE RICHFORD HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Richford,VT,05476-1153,"Corporate Entity, Federal Tax Exempt",12,12,2
H80CS00115,ERIE FAMILY HEALTH CENTER,Federally Qualified Health Center (FQHC),Chicago,IL,60622-5646,"Corporate Entity, Federal Tax Exempt",13,13,2
H80CS00360,HEALTHPOINT,Federally Qualified Health Center (FQHC),Renton,WA,98057-2908,"Corporate Entity, Federal Tax Exempt",23,23,1
H80CS24159,River Valley Health,Federally Qualified Health Center (FQHC),Williamsport,PA,17701-6122,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS00667,SHAWNEE HEALTH SERVICE AND DEVELOPMENT CORPORATION,Federally Qualified Health Center (FQHC),Carterville,IL,62918-1923,"Corporate Entity, Federal Tax Exempt",24,24,2
H80CS00841,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,Federally Qualified Health Center (FQHC),Pittsburg,KS,66762-2546,"Corporate Entity, Federal Tax Exempt",56,56,11
H80CS24161,OREGON HEALTH & SCIENCE UNIVERSITY,Federally Qualified Health Center (FQHC),Portland,OR,97239-3042,U.S. Government Entity,4,4,1
H80CS00132,RICHLAND MEDICAL CENTER INC.,Federally Qualified Health Center (FQHC),Richland,MO,65556-7101,"Corporate Entity, Federal Tax Exempt",17,17,5
H80CS00086,PIEDMONT HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Chapel Hill,NC,27514-1660,"Corporate Entity, Federal Tax Exempt",18,18,5
H80CS00773,ASIAN HEALTH SERVICES,Federally Qualified Health Center (FQHC),Oakland,CA,94607-4157,"Corporate Entity, Federal Tax Exempt",16,16,1
H80CS00796,"RIVER HILLS COMMUNITY HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Ottumwa,IA,52501-2924,"Corporate Entity, Federal Tax Exempt",32,32,6
H80CS00842,YAVAPAI COUNTY GOVERNMENT PRESCOTT,Federally Qualified Health Center (FQHC),Prescott,AZ,86305-3700,U.S. Government Entity,6,6,1
H80CS00133,BETTY JEAN KERR PEOPLE'S HEALTH CENTERS,Federally Qualified Health Center (FQHC),Saint Louis,MO,63112-2617,"Corporate Entity, Federal Tax Exempt",14,14,2
H80CS00818,"NEVADA HEALTH CENTERS, INC.",Federally Qualified Health Center (FQHC),Carson City,NV,89706-7913,"Corporate Entity, Federal Tax Exempt",28,28,7
H80CS00018,"DAILY PLANET, INCORPORATED",Federally Qualified Health Center (FQHC),Richmond,VA,23220-4911,"Corporate Entity, Federal Tax Exempt",10,10,2
H80CS00720,DAVID RAINES COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Shreveport,LA,71107-4705,"Corporate Entity, Federal Tax Exempt",23,23,4
H80CS02585,BATON ROUGE PRIMARY CARE COLLABORATIVE INC,Federally Qualified Health Center (FQHC),Baton Rouge,LA,70811-6043,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS24102,"BIGHORN VALLEY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Hardin,MT,59034-1808,"Corporate Entity, Federal Tax Exempt",42,42,9
H80CS00224,FAMILY HEALTH CENTERS OF SAN DIEGO INC,Federally Qualified Health Center (FQHC),San Diego,CA,92102-4541,"Corporate Entity, Federal Tax Exempt",76,76,1
H80CS00658,"QUALITY OF LIFE HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Gadsden,AL,35903-2708,"Corporate Entity, Federal Tax Exempt",25,25,14
H80CS00112,"OPEN CITIES HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Saint Paul,MN,55104-4213,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS40219,"FLATHEAD COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Kalispell,MT,59901-5780,"Corporate Entity, Federal Tax Exempt",13,13,1
